episode,timestep,result,own_alive,enemy_alive,ep_steps,ep_reward,kills,deaths,act_hold,act_nav,act_frenzy,act_retreat,act_zone,act_split,act_merge,act_aggro,win_rate_100,avg_survivors_100,avg_ep_len_100,stage,timestamp
190,1868,LOSS,0,1,11,-9.1600,49,50,4,5,2,0,0,0,0,0,0.520,2.2,9.8,1,23:51:50
191,1877,LOSS,0,3,9,-9.2400,47,50,3,4,2,0,0,0,0,0,0.520,2.2,9.8,1,23:51:57
192,1887,LOSS,0,2,10,-9.2000,48,50,3,2,5,0,0,0,0,0,0.520,2.2,9.8,1,23:52:04
193,1898,WIN,1,0,11,11.0200,50,49,2,7,2,0,0,0,0,0,0.530,2.1,9.9,1,23:52:11
194,1908,WIN,1,0,10,11.0300,50,49,5,0,5,0,0,0,0,0,0.540,2.1,9.9,1,23:52:18
195,1919,WIN,1,0,11,11.0200,50,49,6,3,2,0,0,0,0,0,0.550,2.1,9.9,1,23:52:26
196,1929,WIN,2,0,10,11.1600,50,48,3,4,3,0,0,0,0,0,0.550,2.1,9.9,1,23:52:33
197,1938,WIN,1,0,9,11.0400,50,49,1,6,2,0,0,0,0,0,0.560,2.1,9.9,1,23:52:39
198,1947,WIN,3,0,9,11.3000,50,47,5,2,2,0,0,0,0,0,0.560,2.1,9.9,1,23:52:46
199,1957,LOSS,0,1,10,-9.1500,49,50,4,3,3,0,0,0,0,0,0.560,2.1,9.9,1,23:52:53
200,1966,LOSS,0,2,9,-9.1900,48,50,3,4,2,0,0,0,0,0,0.560,2.1,9.8,1,23:52:59
201,1976,LOSS,0,2,10,-9.2000,48,50,3,4,3,0,0,0,0,0,0.560,2.1,9.8,1,23:53:06
202,1986,LOSS,0,2,10,-9.2000,48,50,3,1,6,0,0,0,0,0,0.560,2.1,9.8,1,23:53:13
203,1995,LOSS,0,3,9,-9.2400,47,50,4,3,2,0,0,0,0,0,0.560,2.1,9.8,1,23:53:19
204,2005,WIN,2,0,10,11.1600,50,48,4,4,2,0,0,0,0,0,0.570,2.1,9.8,1,23:53:26
205,2016,WIN,2,0,11,11.1500,50,48,3,0,8,0,0,0,0,0,0.570,2.0,9.9,1,23:53:34
206,2025,WIN,3,0,9,11.3000,50,47,2,3,4,0,0,0,0,0,0.570,2.0,9.9,1,23:53:40
207,2035,WIN,2,0,10,11.1600,50,48,2,4,4,0,0,0,0,0,0.570,2.0,9.9,1,23:53:47
208,2044,LOSS,0,1,9,-9.1400,49,50,2,3,4,0,0,0,0,0,0.560,2.1,9.8,1,23:53:54
209,2052,LOSS,0,2,8,-9.1800,48,50,1,3,4,0,0,0,0,0,0.550,2.0,9.8,1,23:54:00
210,2053,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.540,2.0,9.8,1,23:54:02
211,2064,WIN,2,0,11,11.1500,50,48,7,3,1,0,0,0,0,0,0.550,2.0,9.8,1,23:54:09
212,2065,WIN,2,0,1,10.1900,50,48,0,0,1,0,0,0,0,0,0.560,2.0,9.7,1,23:54:11
213,2076,LOSS,0,1,11,-9.1600,49,50,4,2,5,0,0,0,0,0,0.560,2.0,9.7,1,23:54:19
214,2077,LOSS,0,1,1,-0.0100,49,50,0,1,0,0,0,0,0,0,0.550,2.0,9.6,1,23:54:20
215,2088,WIN,1,0,11,11.0200,50,49,4,1,6,0,0,0,0,0,0.550,2.0,9.6,1,23:54:28
216,2089,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.560,2.0,9.5,1,23:54:30
217,2100,WIN,2,0,11,11.1500,50,48,3,1,7,0,0,0,0,0,0.560,2.0,9.5,1,23:54:37
218,2101,WIN,2,0,1,10.1900,50,48,0,0,1,0,0,0,0,0,0.560,2.0,9.4,1,23:54:39
219,2111,WIN,4,0,10,11.4200,50,46,5,3,2,0,0,0,0,0,0.560,2.0,9.4,1,23:54:46
220,2112,WIN,4,0,1,10.3900,50,46,0,1,0,0,0,0,0,0,0.560,2.1,9.4,1,23:54:48
221,2123,LOSS,0,2,11,-9.2100,48,50,4,2,5,0,0,0,0,0,0.560,2.1,9.4,1,23:54:55
222,2124,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.560,2.1,9.3,1,23:54:57
223,2136,WIN,1,0,12,11.0100,50,49,6,5,1,0,0,0,0,0,0.560,2.0,9.3,1,23:55:05
224,2137,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.560,2.0,9.2,1,23:55:07
225,2148,WIN,3,0,11,11.2800,50,47,2,5,4,0,0,0,0,0,0.560,2.0,9.2,1,23:55:15
226,2149,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.570,2.0,9.2,1,23:55:16
227,2159,WIN,2,0,10,11.1600,50,48,4,3,3,0,0,0,0,0,0.580,2.0,9.2,1,23:55:23
228,2160,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.580,2.1,9.1,1,23:55:25
229,2170,WIN,3,0,10,11.2900,50,47,1,4,5,0,0,0,0,0,0.580,2.1,9.1,1,23:55:32
230,2171,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.580,2.1,9.0,1,23:55:34
231,2181,LOSS,0,4,10,-9.3000,46,50,3,5,2,0,0,0,0,0,0.570,2.1,9.0,1,23:55:41
232,2182,LOSS,0,4,1,-0.0100,46,50,0,0,1,0,0,0,0,0,0.560,2.0,8.9,1,23:55:42
233,2193,LOSS,0,2,11,-9.2100,48,50,4,5,2,0,0,0,0,0,0.550,2.0,8.9,1,23:55:50
234,2194,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.540,2.1,8.8,1,23:55:52
235,2203,LOSS,0,4,9,-9.2900,46,50,4,2,3,0,0,0,0,0,0.530,2.1,8.8,1,23:55:58
236,2204,LOSS,0,4,1,-0.0100,46,50,0,0,1,0,0,0,0,0,0.520,2.0,8.7,1,23:56:00
237,2214,LOSS,0,1,10,-9.1500,49,50,2,2,6,0,0,0,0,0,0.510,2.0,8.7,1,23:56:07
238,2215,LOSS,0,1,1,-0.0100,49,50,0,1,0,0,0,0,0,0,0.500,2.0,8.6,1,23:56:09
239,2225,WIN,1,0,10,11.0300,50,49,6,2,2,0,0,0,0,0,0.510,2.0,8.6,1,23:56:15
240,2226,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.520,2.0,8.5,1,23:56:17
241,2237,WIN,2,0,11,11.1500,50,48,8,2,1,0,0,0,0,0,0.520,2.0,8.5,1,23:56:25
242,2238,WIN,2,0,1,10.1900,50,48,0,0,1,0,0,0,0,0,0.520,2.0,8.4,1,23:56:27
243,2249,LOSS,0,2,11,-9.2100,48,50,4,3,4,0,0,0,0,0,0.510,2.0,8.5,1,23:56:34
244,2250,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.510,2.0,8.4,1,23:56:36
245,2262,LOSS,0,1,12,-9.1700,49,50,2,4,6,0,0,0,0,0,0.510,2.0,8.4,1,23:56:44
246,2263,LOSS,0,1,1,-0.0100,49,50,1,0,0,0,0,0,0,0,0.510,2.0,8.3,1,23:56:46
247,2275,WIN,1,0,12,11.0100,50,49,6,3,3,0,0,0,0,0,0.520,2.0,8.3,1,23:56:54
248,2276,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.530,1.9,8.2,1,23:56:56
249,2287,WIN,1,0,11,11.0200,50,49,3,3,5,0,0,0,0,0,0.540,1.9,8.2,1,23:57:03
250,2288,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.550,1.9,8.2,1,23:57:05
251,2298,WIN,4,0,10,11.4200,50,46,2,3,5,0,0,0,0,0,0.560,1.9,8.2,1,23:57:12
252,2299,WIN,4,0,1,10.3900,50,46,0,0,1,0,0,0,0,0,0.570,2.0,8.1,1,23:57:14
253,2309,WIN,2,0,10,11.1600,50,48,3,3,4,0,0,0,0,0,0.570,2.0,8.1,1,23:57:21
254,2310,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.570,2.0,8.0,1,23:57:22
255,2321,WIN,1,0,11,11.0200,50,49,3,3,5,0,0,0,0,0,0.570,2.0,8.0,1,23:57:30
256,2322,WIN,1,0,1,10.0900,50,49,1,0,0,0,0,0,0,0,0.580,2.0,7.9,1,23:57:32
257,2333,WIN,1,0,11,11.0200,50,49,4,4,3,0,0,0,0,0,0.590,2.0,7.9,1,23:57:39
258,2334,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.600,1.9,7.8,1,23:57:41
259,2344,LOSS,0,3,10,-9.2500,47,50,4,3,3,0,0,0,0,0,0.590,1.9,7.8,1,23:57:48
260,2345,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.580,1.9,7.8,1,23:57:50
261,2355,LOSS,0,4,10,-9.3000,46,50,2,4,4,0,0,0,0,0,0.580,1.9,7.7,1,23:57:57
262,2356,LOSS,0,4,1,-0.0100,46,50,0,1,0,0,0,0,0,0,0.580,1.9,7.6,1,23:57:58
263,2367,LOSS,0,2,11,-9.2100,48,50,5,2,4,0,0,0,0,0,0.580,1.9,7.7,1,23:58:06
264,2368,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.570,1.9,7.5,1,23:58:08
265,2378,WIN,1,0,10,11.0300,50,49,3,2,5,0,0,0,0,0,0.570,1.9,7.5,1,23:58:15
266,2379,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.580,1.9,7.5,1,23:58:16
267,2389,WIN,2,0,10,11.1600,50,48,4,4,2,0,0,0,0,0,0.590,1.9,7.5,1,23:58:23
268,2390,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.600,1.9,7.4,1,23:58:25
269,2400,WIN,2,0,10,11.1600,50,48,1,3,6,0,0,0,0,0,0.610,1.9,7.4,1,23:58:32
270,2401,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.610,1.9,7.3,1,23:58:34
271,2412,LOSS,0,2,11,-9.2100,48,50,4,1,6,0,0,0,0,0,0.600,1.9,7.3,1,23:58:41
272,2413,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.590,1.9,7.2,1,23:58:43
273,2424,WIN,2,0,11,11.1500,50,48,4,2,5,0,0,0,0,0,0.600,1.9,7.2,1,23:58:51
274,2425,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.610,1.9,7.2,1,23:58:52
275,2436,LOSS,0,3,11,-9.2600,47,50,1,6,4,0,0,0,0,0,0.600,1.9,7.2,1,23:59:00
276,2437,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.600,1.9,7.1,1,23:59:02
277,2448,LOSS,0,2,11,-9.2100,48,50,4,4,3,0,0,0,0,0,0.590,1.9,7.1,1,23:59:09
278,2449,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.580,1.9,7.0,1,23:59:11
279,2459,WIN,3,0,10,11.2900,50,47,5,2,3,0,0,0,0,0,0.580,1.9,7.0,1,23:59:18
280,2460,WIN,3,0,1,10.2900,50,47,1,0,0,0,0,0,0,0,0.590,1.9,6.9,1,23:59:20
281,2470,WIN,2,0,10,11.1600,50,48,1,3,6,0,0,0,0,0,0.590,2.0,6.9,1,23:59:27
282,2471,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.600,2.0,6.8,1,23:59:29
283,2481,WIN,3,0,10,11.2900,50,47,1,4,5,0,0,0,0,0,0.600,2.0,6.8,1,23:59:35
284,2482,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.600,2.0,6.8,1,23:59:37
285,2493,WIN,2,0,11,11.1500,50,48,4,2,5,0,0,0,0,0,0.600,2.0,6.8,1,23:59:45
286,2494,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.600,2.0,6.7,1,23:59:47
287,2504,WIN,4,0,10,11.4200,50,46,3,3,4,0,0,0,0,0,0.600,2.0,6.7,1,23:59:53
288,2505,WIN,4,0,1,10.3900,50,46,0,0,1,0,0,0,0,0,0.600,2.0,6.6,1,23:59:55
289,2515,LOSS,0,2,10,-9.2000,48,50,6,2,2,0,0,0,0,0,0.600,2.0,6.6,1,00:00:02
290,2516,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.600,2.0,6.5,1,00:00:04
291,2528,LOSS,0,2,12,-9.2200,48,50,1,5,6,0,0,0,0,0,0.600,2.0,6.5,1,00:00:12
292,2529,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.600,2.0,6.4,1,00:00:14
293,2540,LOSS,0,2,11,-9.2100,48,50,6,2,3,0,0,0,0,0,0.590,2.1,6.4,1,00:00:21
294,2541,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.580,2.1,6.3,1,00:00:23
295,2552,LOSS,0,3,11,-9.2600,47,50,3,5,3,0,0,0,0,0,0.570,2.1,6.3,1,00:00:31
296,2553,LOSS,0,3,1,-0.0100,47,50,0,0,1,0,0,0,0,0,0.560,2.1,6.2,1,00:00:32
297,2564,WIN,1,0,11,11.0200,50,49,7,1,3,0,0,0,0,0,0.560,2.1,6.3,1,00:00:40
298,2565,WIN,1,0,1,10.0900,50,49,0,1,0,0,0,0,0,0,0.560,2.1,6.2,1,00:00:42
299,2575,WIN,5,0,10,11.5500,50,45,5,2,3,0,0,0,0,0,0.570,2.1,6.2,1,00:00:49
300,2576,WIN,5,0,1,10.4900,50,45,0,0,1,0,0,0,0,0,0.580,2.2,6.1,1,00:00:50
301,2586,WIN,4,0,10,11.4200,50,46,3,2,5,0,0,0,0,0,0.590,2.2,6.1,1,00:00:57
302,2587,WIN,4,0,1,10.3900,50,46,1,0,0,0,0,0,0,0,0.600,2.2,6.0,1,00:00:59
303,2598,WIN,1,0,11,11.0200,50,49,5,1,5,0,0,0,0,0,0.610,2.2,6.0,1,00:01:07
304,2599,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.610,2.2,5.9,1,00:01:08
305,2609,WIN,3,0,10,11.2900,50,47,4,3,3,0,0,0,0,0,0.610,2.2,5.9,1,00:01:15
306,2610,WIN,3,0,1,10.2900,50,47,0,1,0,0,0,0,0,0,0.610,2.2,5.8,1,00:01:17
307,2621,LOSS,0,1,11,-9.1600,49,50,1,4,6,0,0,0,0,0,0.600,2.2,5.9,1,00:01:25
308,2622,LOSS,0,1,1,-0.0100,49,50,0,1,0,0,0,0,0,0,0.600,2.2,5.8,1,00:01:26
309,2633,LOSS,0,1,11,-9.1600,49,50,3,3,5,0,0,0,0,0,0.600,2.2,5.8,1,00:01:34
310,2634,LOSS,0,1,1,-0.0100,49,50,1,0,0,0,0,0,0,0,0.600,2.2,5.8,1,00:01:36
311,2644,LOSS,0,2,10,-9.2000,48,50,3,2,5,0,0,0,0,0,0.590,2.2,5.8,1,00:01:43
312,2645,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.580,2.2,5.8,1,00:01:44
313,2656,WIN,2,0,11,11.1500,50,48,2,5,4,0,0,0,0,0,0.590,2.2,5.8,1,00:01:52
314,2657,WIN,2,0,1,10.1900,50,48,0,1,0,0,0,0,0,0,0.600,2.2,5.8,1,00:01:54
315,2667,LOSS,0,2,10,-9.2000,48,50,3,2,5,0,0,0,0,0,0.590,2.2,5.8,1,00:02:01
316,2668,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.580,2.2,5.8,1,00:02:02
317,2678,WIN,3,0,10,11.2900,50,47,3,5,2,0,0,0,0,0,0.580,2.3,5.8,1,00:02:09
318,2679,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.580,2.3,5.8,1,00:02:11
319,2688,LOSS,0,2,9,-9.1900,48,50,4,3,2,0,0,0,0,0,0.570,2.2,5.8,1,00:02:18
320,2689,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.560,2.2,5.8,1,00:02:19
321,2701,LOSS,0,1,12,-9.1700,49,50,6,1,5,0,0,0,0,0,0.560,2.2,5.8,1,00:02:28
322,2702,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.560,2.2,5.8,1,00:02:29
323,2712,LOSS,0,3,10,-9.2500,47,50,5,1,4,0,0,0,0,0,0.550,2.2,5.8,1,00:02:36
324,2713,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.540,2.3,5.8,1,00:02:38
325,2724,LOSS,0,2,11,-9.2100,48,50,3,4,4,0,0,0,0,0,0.530,2.2,5.8,1,00:02:46
326,2725,LOSS,0,2,1,-0.0100,48,50,0,0,1,0,0,0,0,0,0.520,2.2,5.8,1,00:02:47
327,2736,LOSS,0,1,11,-9.1600,49,50,1,4,6,0,0,0,0,0,0.510,2.2,5.8,1,00:02:55
328,2737,LOSS,0,1,1,-0.0100,49,50,1,0,0,0,0,0,0,0,0.500,2.2,5.8,1,00:02:57
329,2747,WIN,3,0,10,11.2900,50,47,6,2,2,0,0,0,0,0,0.500,2.2,5.8,1,00:03:04
330,2748,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.500,2.2,5.8,1,00:03:05
331,2760,WIN,1,0,12,11.0100,50,49,4,5,3,0,0,0,0,0,0.510,2.2,5.8,1,00:03:14
332,2761,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.520,2.2,5.8,1,00:03:15
333,2771,LOSS,0,4,10,-9.3000,46,50,5,4,1,0,0,0,0,0,0.520,2.2,5.8,1,00:03:22
334,2772,LOSS,0,4,1,-0.0100,46,50,1,0,0,0,0,0,0,0,0.520,2.2,5.8,1,00:03:24
335,2782,LOSS,0,4,10,-9.3000,46,50,1,4,5,0,0,0,0,0,0.520,2.2,5.8,1,00:03:31
336,2783,LOSS,0,4,1,-0.0100,46,50,0,1,0,0,0,0,0,0,0.520,2.2,5.8,1,00:03:33
337,2794,LOSS,0,1,11,-9.1600,49,50,4,3,4,0,0,0,0,0,0.520,2.2,5.8,1,00:03:40
338,2795,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.520,2.2,5.8,1,00:03:42
339,2806,LOSS,0,2,11,-9.2100,48,50,1,5,5,0,0,0,0,0,0.510,2.2,5.8,1,00:03:50
340,2807,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.500,2.2,5.8,1,00:03:51
341,2817,WIN,4,0,10,11.4200,50,46,3,1,6,0,0,0,0,0,0.500,2.3,5.8,1,00:03:58
342,2818,WIN,4,0,1,10.3900,50,46,0,1,0,0,0,0,0,0,0.500,2.3,5.8,1,00:04:00
343,2828,LOSS,0,2,10,-9.2000,48,50,6,1,3,0,0,0,0,0,0.500,2.3,5.8,1,00:04:07
344,2829,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.500,2.3,5.8,1,00:04:09
345,2839,LOSS,0,2,10,-9.2000,48,50,4,2,4,0,0,0,0,0,0.500,2.3,5.8,1,00:04:16
346,2840,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.500,2.3,5.8,1,00:04:18
347,2851,LOSS,0,2,11,-9.2100,48,50,5,5,1,0,0,0,0,0,0.490,2.3,5.8,1,00:04:25
348,2852,LOSS,0,2,1,-0.0100,48,50,0,1,0,0,0,0,0,0,0.480,2.4,5.8,1,00:04:27
349,2862,LOSS,0,3,10,-9.2500,47,50,1,5,4,0,0,0,0,0,0.470,2.4,5.8,1,00:04:34
350,2863,LOSS,0,3,1,-0.0100,47,50,0,1,0,0,0,0,0,0,0.460,2.4,5.8,1,00:04:36
351,2875,WIN,1,0,12,11.0100,50,49,1,4,7,0,0,0,0,0,0.460,2.4,5.8,1,00:04:44
352,2876,WIN,1,0,1,10.0900,50,49,1,0,0,0,0,0,0,0,0.460,2.3,5.8,1,00:04:46
353,2887,WIN,2,0,11,11.1500,50,48,3,4,4,0,0,0,0,0,0.460,2.3,5.8,1,00:04:53
354,2888,WIN,2,0,1,10.1900,50,48,0,0,1,0,0,0,0,0,0.460,2.3,5.8,1,00:04:55
355,2898,WIN,2,0,10,11.1600,50,48,1,4,5,0,0,0,0,0,0.460,2.3,5.8,1,00:05:02
356,2899,WIN,2,0,1,10.1900,50,48,1,0,0,0,0,0,0,0,0.460,2.3,5.8,1,00:05:04
357,2910,WIN,1,0,11,11.0200,50,49,5,2,4,0,0,0,0,0,0.460,2.3,5.8,1,00:05:11
358,2911,WIN,1,0,1,10.0900,50,49,1,0,0,0,0,0,0,0,0.460,2.3,5.8,1,00:05:13
359,2921,WIN,2,0,10,11.1600,50,48,4,3,3,0,0,0,0,0,0.470,2.3,5.8,1,00:05:20
360,2922,WIN,2,0,1,10.1900,50,48,0,1,0,0,0,0,0,0,0.480,2.3,5.8,1,00:05:22
361,2933,LOSS,0,1,11,-9.1600,49,50,4,2,5,0,0,0,0,0,0.480,2.3,5.8,1,00:05:29
362,2934,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.480,2.3,5.8,1,00:05:31
363,2944,WIN,3,0,10,11.2900,50,47,3,2,5,0,0,0,0,0,0.490,2.3,5.8,1,00:05:38
364,2945,WIN,3,0,1,10.2900,50,47,0,0,1,0,0,0,0,0,0.500,2.4,5.8,1,00:05:40
365,2956,LOSS,0,1,11,-9.1600,49,50,1,8,2,0,0,0,0,0,0.490,2.4,5.8,1,00:05:48
366,2957,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.480,2.4,5.8,1,00:05:49
367,2968,WIN,3,0,11,11.2800,50,47,0,5,6,0,0,0,0,0,0.480,2.4,5.8,1,00:05:57
368,2969,WIN,3,0,1,10.2900,50,47,0,1,0,0,0,0,0,0,0.480,2.5,5.8,1,00:05:59
369,2981,WIN,1,0,12,11.0100,50,49,3,2,7,0,0,0,0,0,0.480,2.4,5.8,1,00:06:07
370,2982,WIN,1,0,1,10.0900,50,49,0,0,1,0,0,0,0,0,0.480,2.4,5.8,1,00:06:09
371,2992,LOSS,0,1,10,-9.1500,49,50,5,2,3,0,0,0,0,0,0.480,2.4,5.8,1,00:06:16
372,2993,LOSS,0,1,1,-0.0100,49,50,0,0,1,0,0,0,0,0,0.480,2.4,5.8,1,00:06:17
373,3003,WIN,3,0,10,11.2900,50,47,1,7,2,0,0,0,0,0,0.480,2.4,5.8,1,00:06:24
374,3004,WIN,3,0,1,10.2900,50,47,0,1,0,0,0,0,0,0,0.480,2.5,5.8,1,00:06:26
375,3013,LOSS,0,3,9,-9.2400,47,50,3,2,4,0,0,0,0,0,0.480,2.5,5.8,1,00:06:33
376,3014,LOSS,0,3,1,-0.0100,47,50,1,0,0,0,0,0,0,0,0.480,2.5,5.8,1,00:06:34
377,3024,LOSS,0,2,10,-9.2000,48,50,4,3,3,0,0,0,0,0,0.480,2.5,5.8,1,00:06:41
378,3025,LOSS,0,2,1,-0.0100,48,50,1,0,0,0,0,0,0,0,0.480,2.5,5.8,1,00:06:43
